time,x,y,intensity,tone,participant_id,cond,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
8.273742299992591,299.0,209.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,0
11.903260599821806,328.0,199.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
12.736762199783698,319.0,177.0,2,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,2
13.640647599939257,300.0,183.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,3
14.423675199970603,272.0,228.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,4
15.853567199781537,-335.0,187.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,5
16.89026469993405,-296.0,175.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
17.436545599950477,-300.0,199.0,2,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
18.238161499844864,-325.0,199.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,8
18.82367159985006,-317.0,217.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,9
19.690951199969277,-280.0,226.0,2,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,10
22.75026939995587,-303.0,224.0,4,blue,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,11
27.96282049990259,-279.0,206.0,4,red,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,12
44.571851399959996,-227.0,118.0,1,blue,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,13
45.239920399850234,-271.0,68.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,14
45.70624179998413,-235.0,71.0,1,grey,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,15
46.621874099830166,-145.0,39.0,1,blue,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,16
47.17060509999283,-145.0,60.0,1,blue,2,1,neu,2020-08-10_19-54-30,2020-08-10_19-56-03,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,17
