time,x,y,intensity,tone,participant_id,cond,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
15.40722359996289,313.0,211.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,0
21.902646800037473,331.0,197.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
22.43882659985684,308.0,187.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,2
23.055636500008404,286.0,220.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,3
23.6789601999335,286.0,190.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,4
28.292826500022784,264.0,215.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,5
28.975567699875683,307.0,225.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
32.8859717999585,-311.0,210.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
34.040389199974015,-309.0,181.0,2,red,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,8
34.79670239984989,-279.0,212.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,9
43.03411819995381,-286.0,187.0,4,red,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,10
51.00895409984514,-254.0,194.0,5,blue,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,11
57.94413339998573,-223.0,208.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,12
60.20640749996528,-269.0,59.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,13
60.64822019985877,-252.0,67.0,5,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,14
75.32695019990206,-194.0,209.0,3,red,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,15
115.60966579988599,-225.0,106.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,16
116.08809720003046,-300.0,117.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,17
116.57319369981997,-233.0,-19.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,18
117.01197139988653,-221.0,-48.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,19
122.26865139999427,261.0,99.0,1,grey,2,1,neu,2020-08-10_19-43-11,2020-08-10_19-46-39,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,20
