time,x,y,event_type,undo_action,intensity_result,tone_result,time_sensation_created,action_cancelled,phase,event_num,undo_trigger,participant_id,session,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
1.0529093000222929,-263.0,38.0,generate,False,1,grey,1.0529093000222929,False,0,0,,500,1,neg,2021-09-28_08-52-20,2021-09-28_08-52-32,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,0
1.7157028000219725,320.0,94.0,generate,False,1,grey,1.7157028000219725,False,0,1,,500,1,neg,2021-09-28_08-52-20,2021-09-28_08-52-32,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,1
1.4945425000041723,-263.0,38.0,colorize,False,1,red,1.0529093000222929,False,1,2,,500,1,neg,2021-09-28_08-52-20,2021-09-28_08-52-32,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,0
2.1014205000246875,-263.0,38.0,colorize,False,1,blue,1.0529093000222929,False,1,3,,500,1,neg,2021-09-28_08-52-20,2021-09-28_08-52-32,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,0
