time,x,y,event_type,undo_action,intensity_result,tone_result,time_sensation_created,action_cancelled,phase,event_num,undo_trigger,participant_id,cond,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
4.379867099982221,-243.0,137.0,generate,False,1,grey,4.379867099982221,False,0,0,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,0.0
4.96307909997995,-300.0,114.0,generate,False,1,grey,4.96307909997995,True,0,1,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
5.4625784999807365,-271.0,99.0,generate,False,1,grey,5.4625784999807365,True,0,2,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
5.661976200004574,-271.0,99.0,intensify,False,2,grey,5.4625784999807365,True,0,3,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
5.830249199992977,-271.0,99.0,intensify,False,3,grey,5.4625784999807365,True,0,4,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
6.728860599978361,-271.0,99.0,intensify,False,4,grey,5.4625784999807365,True,0,5,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
7.095020899985684,-271.0,99.0,intensify,False,5,grey,5.4625784999807365,True,0,6,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
7.944468100002268,-237.0,73.0,generate,False,1,grey,7.944468100002268,True,0,7,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
8.527616999985185,-237.0,73.0,intensify,False,2,grey,7.944468100002268,True,0,8,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,
9.127152200002456,-271.0,59.0,generate,False,1,grey,9.127152200002456,False,0,9,,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1.0
