time,x,y,event_type,undo_action,intensity_result,tone_result,time_sensation_created,action_cancelled,phase,event_num,undo_trigger,participant_id,session,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
0.6314251000003424,336.0,82.0,generate,False,1,grey,0.6314251000003424,False,0,0,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,0
1.0267208000004757,-327.0,61.0,generate,False,1,grey,1.0267208000004757,False,0,1,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,1
2.9433486000052653,325.0,57.0,generate,False,1,grey,2.9433486000052653,False,0,2,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,2
4.992187900003046,-303.0,4.0,generate,False,1,grey,4.992187900003046,False,0,3,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,3
8.430149399995571,309.0,6.0,generate,False,1,grey,8.430149399995571,False,0,4,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,4
10.451230999984546,309.0,6.0,intensify,False,2,grey,8.430149399995571,False,0,5,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,4
11.21460449998267,296.0,5.0,generate,False,1,grey,11.21460449998267,False,0,6,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
11.582543299999088,296.0,5.0,intensify,False,2,grey,11.21460449998267,False,0,7,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
11.93011590000242,279.0,-6.0,generate,False,1,grey,11.93011590000242,False,0,8,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
12.40191600000253,279.0,-6.0,intensify,False,2,grey,11.93011590000242,False,0,9,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
12.832151999988127,263.0,-20.0,generate,False,1,grey,12.832151999988127,False,0,10,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,7
13.88084080000408,330.0,-11.0,generate,False,1,grey,13.88084080000408,False,0,11,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,8
14.353695300000254,330.0,-11.0,intensify,False,2,grey,13.88084080000408,False,0,12,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,8
15.061384500004351,330.0,-11.0,intensify,False,3,grey,13.88084080000408,False,0,13,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,8
15.428243200003635,324.0,0.0,generate,False,1,grey,15.428243200003635,False,0,14,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,9
16.37450489998446,317.0,-15.0,generate,False,1,grey,16.37450489998446,False,0,15,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,10
16.70742550000432,324.0,0.0,intensify,False,2,grey,15.428243200003635,False,0,16,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,9
16.92961719998857,324.0,0.0,intensify,False,3,grey,15.428243200003635,False,0,17,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,9
17.165892199991504,317.0,-15.0,intensify,False,2,grey,16.37450489998446,False,0,18,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,10
17.387364700000035,317.0,-15.0,intensify,False,3,grey,16.37450489998446,False,0,19,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,10
17.60296499999822,317.0,-15.0,intensify,False,4,grey,16.37450489998446,False,0,20,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,10
19.061501099989982,297.0,-11.0,generate,False,1,grey,19.061501099989982,False,0,21,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,11
19.429380299989134,297.0,-11.0,intensify,False,2,grey,19.061501099989982,False,0,22,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,11
19.708174600003986,297.0,-11.0,intensify,False,3,grey,19.061501099989982,False,0,23,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,11
20.402239699993515,297.0,-11.0,intensify,False,4,grey,19.061501099989982,False,0,24,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,11
20.616767700004857,297.0,-11.0,intensify,False,5,grey,19.061501099989982,False,0,25,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,11
4.449862699984806,263.0,-20.0,colorize,False,1,red,12.832151999988127,False,1,26,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,7
5.131182299985085,279.0,-6.0,colorize,False,2,red,11.93011590000242,False,1,27,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
5.756307000003289,296.0,5.0,colorize,False,2,red,11.21460449998267,False,1,28,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
6.158973899990087,309.0,6.0,colorize,False,2,red,8.430149399995571,False,1,29,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,4
6.548225300008198,324.0,0.0,colorize,False,3,red,15.428243200003635,False,1,30,,500,1,neu,2022-02-02_12-57-07,2022-02-02_12-57-59,1536,864,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,9
