time,x,y,intensity,tone,participant_id,cond,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
4.379867099982221,-243.0,137.0,1,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,0
9.127152200002456,-271.0,59.0,1,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
11.709341399982804,-355.0,127.0,1,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,2
12.142241900000954,-355.0,111.0,3,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,3
12.991924000001745,-355.0,74.0,4,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,4
14.274191899981815,-283.0,21.0,1,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,5
24.17018509999616,-270.0,162.0,5,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
25.535504999978002,-247.0,163.0,4,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
26.765648200002033,-257.0,191.0,5,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,8
32.283078399981605,-274.0,134.0,1,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,9
50.94114169999375,-326.0,145.0,3,blue,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,10
52.189338500000304,-330.0,169.0,4,red,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,11
53.43790109999827,-298.0,179.0,5,blue,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,12
55.21995559998322,-307.0,155.0,1,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,13
55.836382099980256,-299.0,167.0,2,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,14
60.217278299998725,-193.0,157.0,1,blue,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,15
60.783462899998995,-213.0,137.0,5,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,16
62.81325989999459,-223.0,119.0,1,grey,2,1,neu,2020-06-04_08-39-40,2020-06-04_08-44-05,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,17
