time,x,y,event_type,undo_action,intensity_result,tone_result,time_sensation_created,action_cancelled,phase,event_num,undo_trigger,participant_id,cond,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
0.8492687999969348,-290.0,48.0,generate,False,1,grey,0.8492687999969348,False,0,0,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,0
1.2468296000151895,-265.0,1.0,generate,False,1,grey,1.2468296000151895,False,0,1,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,1
1.4468450999993365,-265.0,1.0,intensify,False,2,grey,1.2468296000151895,False,0,2,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,1
1.5885087000206113,-265.0,1.0,intensify,False,3,grey,1.2468296000151895,False,0,3,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,1
2.0634219000057783,-247.0,-20.0,generate,False,1,grey,2.0634219000057783,False,0,4,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,2
2.2466743999975733,-247.0,-20.0,intensify,False,2,grey,2.0634219000057783,False,0,5,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,2
2.3910090000135824,-247.0,-20.0,intensify,False,3,grey,2.0634219000057783,False,0,6,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,2
3.4157648000109475,-337.0,-92.0,generate,False,1,grey,3.4157648000109475,False,0,7,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,3
3.5801111000182573,-337.0,-92.0,intensify,False,2,grey,3.4157648000109475,False,0,8,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,3
3.913306000002194,-358.0,15.0,generate,False,1,grey,3.913306000002194,False,0,9,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,4
4.106245200004196,-358.0,15.0,intensify,False,2,grey,3.913306000002194,False,0,10,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,4
4.730065800016746,-263.0,217.0,generate,False,1,grey,4.730065800016746,False,0,11,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
4.8971513000142295,-263.0,217.0,intensify,False,2,grey,4.730065800016746,False,0,12,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
5.048817200004123,-263.0,217.0,intensify,False,3,grey,4.730065800016746,False,0,13,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
5.199285500013502,-263.0,217.0,intensify,False,4,grey,4.730065800016746,False,0,14,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
5.366229500010377,-263.0,217.0,intensify,False,5,grey,4.730065800016746,False,0,15,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
5.613271000009263,-287.0,180.0,generate,False,1,grey,5.613271000009263,False,0,16,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
5.781906699994579,-287.0,180.0,intensify,False,2,grey,5.613271000009263,False,0,17,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
5.948783500003628,-287.0,180.0,intensify,False,3,grey,5.613271000009263,False,0,18,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
6.098889300017618,-287.0,180.0,intensify,False,4,grey,5.613271000009263,False,0,19,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
6.279945500020403,-287.0,180.0,intensify,False,5,grey,5.613271000009263,False,0,20,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
7.196405299997423,247.0,162.0,generate,False,1,grey,7.196405299997423,False,0,21,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,7
7.699281300010625,334.0,18.0,generate,False,1,grey,7.699281300010625,False,0,22,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,8
7.946919300011359,344.0,-64.0,generate,False,1,grey,7.946919300011359,False,0,23,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,9
8.182401400001254,350.0,-137.0,generate,False,1,grey,8.182401400001254,False,0,24,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,10
9.416640000010375,313.0,-5.0,generate,False,1,grey,9.416640000010375,False,0,25,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,11
9.564248600014253,313.0,-5.0,intensify,False,2,grey,9.416640000010375,False,0,26,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,11
3.2651802000182215,-290.0,48.0,colorize,False,1,red,0.8492687999969348,False,1,27,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,0
4.16909010001109,-265.0,1.0,colorize,False,3,blue,1.2468296000151895,False,1,28,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,1
5.265187300014077,-247.0,-20.0,colorize,False,3,red,2.0634219000057783,False,1,29,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,2
6.081826600013301,-337.0,-92.0,colorize,False,2,blue,3.4157648000109475,False,1,30,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,3
7.898263800016139,-358.0,15.0,colorize,False,2,red,3.913306000002194,False,1,31,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,4
9.648785900004441,-287.0,180.0,colorize,False,5,red,5.613271000009263,False,1,32,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,6
11.09994870002265,-263.0,217.0,colorize,False,5,red,4.730065800016746,False,1,33,,1,1,neu,2021-06-06_17-34-04,2021-06-06_17-34-33,1920,1080,-307.0,21.0,583.0,825.0,307.0,21.0,583.0,825.0,5
