time,x,y,event_type,undo_action,intensity_result,tone_result,time_sensation_created,action_cancelled,phase,event_num,undo_trigger,participant_id,cond,block,timestamp,experiment_ended,monitor_resolution_x,monitor_resolution_y,front_x_pos,front_y_pos,front_x_size,front_y_size,back_x_pos,back_y_pos,back_x_size,back_y_size,identifier
0.9977279000158887,270.0,163.0,generate,False,1,grey,0.9977279000158887,False,0,0,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,0
1.464005600020755,259.0,110.0,generate,False,1,grey,1.464005600020755,False,0,1,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
1.6972642000182532,259.0,110.0,intensify,False,2,grey,1.464005600020755,False,0,2,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
1.8651610999950208,259.0,110.0,intensify,False,3,grey,1.464005600020755,False,0,3,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
2.230538700008765,259.0,110.0,intensify,False,4,grey,1.464005600020755,False,0,4,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
2.6300610000034794,245.0,106.0,generate,False,1,grey,2.6300610000034794,False,0,5,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,2
3.1298241000040434,204.0,157.0,generate,False,1,grey,3.1298241000040434,False,0,6,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,3
3.846376900008181,-255.0,94.0,generate,False,1,grey,3.846376900008181,False,0,7,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,4
4.196005400008289,-246.0,113.0,generate,False,1,grey,4.196005400008289,False,0,8,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,5
4.5957972000178415,-258.0,115.0,generate,False,1,grey,4.5957972000178415,False,0,9,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
4.845623800007161,-258.0,115.0,intensify,False,2,grey,4.5957972000178415,False,0,10,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
5.012195400020573,-258.0,115.0,intensify,False,3,grey,4.5957972000178415,True,0,11,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
5.378906300000381,-285.0,115.0,generate,False,1,grey,5.378906300000381,False,0,12,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
5.628580699994927,-285.0,115.0,intensify,False,2,grey,5.378906300000381,False,0,13,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
5.878629300015746,-285.0,115.0,intensify,False,3,grey,5.378906300000381,False,0,14,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
6.111585800012108,-285.0,115.0,intensify,False,4,grey,5.378906300000381,False,0,15,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
8.043788600014523,-258.0,115.0,intensify,True,2,grey,4.5957972000178415,True,0,11,eraser,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
4.880815799988341,-258.0,115.0,colorize,False,2,red,4.5957972000178415,False,1,16,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,6
6.061817699985113,-255.0,94.0,colorize,False,1,red,3.846376900008181,False,1,17,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,4
8.510506499995245,-285.0,115.0,colorize,False,4,red,5.378906300000381,False,1,18,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,7
10.959198199998355,259.0,110.0,colorize,False,4,blue,1.464005600020755,False,1,19,,2,1,neu,2020-07-28_17-49-25,2020-07-28_17-50-07,1280,720,-256.0,18.0,486.0,687.0,256.0,18.0,486.0,687.0,1
